GuptaA_2019	HanniganGD_2017	ThomasAM_2018a	ThomasAM_2018b	ThomasAM_2019_c	YachidaS_2019	all
Anaerobiospirillum thomasii	0	0	0	0	0	0	0
[Clostridium] leptum	0	0.178110199317582	0.234737321869441	0.739159279349569	0.717430548708883	0.137486234714125	0.334487263993267
Candidatus Gastranaerophilales bacterium HUM_9	0	0	0	0	0	0	0
Coprobacter secundus	-0.0194533408862432	0	0.425933135586765	0.129331525627029	0.13170404028032	-0.00329666460795652	0.110703115999986
Victivallis vadensis	0	0	0.65494782176838	0.47032480605142	0	0	0.187545437969967
Ligilactobacillus acidipiscis	0	0	0	0	0	0	0
Clostridium sp. CAG:167	0	-0.427016937787584	-0.294865411141141	0.0846822089113988	0	0	-0.106200023336221
Roseburia sp. CAG:182	0	0	0	0	0	0	0
Clostridium sp. CAG:253	0	0	0	-0.316019421821095	0	0	-0.0526699036368492
Eubacterium ramulus	0	-0.760980412637175	-0.747618984384287	0.833926068680117	0.61903747642298	0.0239923349453128	-0.00527391949550871
Veillonella rodentium	0	0	0	0	0	0	0
Bacteroides finegoldii	0	-0.379591872400243	0.271912166604215	0.0431101916146502	0.796152441200272	0.317728416534076	0.174885223925495
Campylobacter jejuni	0	0	0	0	0	0	0
Lactobacillus rogosae	0	0	-0.483217399497324	-0.139575749597534	-0.137804966243254	-0.214042075285278	-0.162440031770565
Ruminococcus callidus	0	0	-0.0881126682635802	-0.237151988251251	0.034784517342952	0.171474332095038	-0.0198343011794736
Adlercreutzia equolifaciens	-0.0193792130950685	0.278429669217615	-0.607943378355363	-0.615403359090541	0.0876251565207588	-0.0797676341107475	-0.159406459818891
Intestinibacter bartlettii	0	-0.156282388946718	0	-0.958775353208006	0.0633238932779186	-0.0524501588537315	-0.18403066795509
Firmicutes bacterium CAG:534	0.494082935772843	0	0	0	0	0	0.0823471559621405
Eubacterium sp. CAG:786	0	0	0	0	0	0	0
Pantoea dispersa	0	0	0	0	0	0	0
Bifidobacterium dentium	0	-0.0626575624851059	-0.191489655439691	0.468891389702127	-0.510320322491969	0.0624482355093646	-0.0388546525342124
Neisseria subflava	0	0	0	0	0	0	0
Parvimonas sp. KA00067	0	0	0	0	0	0	0
Eisenbergiella massiliensis	0	-0.506754521122197	0.49888993164888	-0.424297000367648	0.213602856541244	0.0282408211418595	-0.0317196520263102
Treponema succinifaciens	0.0175849989274514	0	0	0	0	0	0.00293083315457523
Phascolarctobacterium sp. CAG:266	0	0	0.211306641078878	-0.273409365562768	-0.278772025890902	0	-0.0568124583957989
Haemophilus pittmaniae	0	0	0	-0.0520394428406509	0	0	-0.00867324047344182
Parabacteroides sp. CAG:409	0	0	0	0.173749867064515	0	0	0.0289583111774191
Prevotella corporis	0	0	0	0	0	0	0
Anaerotruncus sp. CAG:528	0	0	0	-0.0711936622869983	0	0	-0.0118656103811664
Prevotella intermedia	0.231466786211141	0	0	0.216812315216781	0.0238466067679331	0	0.0786876180326425
Bifidobacterium pseudolongum	0.169873531485915	0	0	0	0	0	0.0283122552476525
Pyramidobacter piscolens	0.0235073465562894	0	-0.258345292989402	0	0	0	-0.0391396577388521
Prevotella sp. F0091	0.0209165863709485	0	0	0	0	0	0.00348609772849141
Dialister invisus	0.0209073341656833	-0.102915253322931	-0.393310770791892	0.447622630759165	-0.0878533823548156	-0.00798497607518979	-0.0205890696033299
Eubacterium coprostanoligenes	0.305001579458216	0	0	0	0	0	0.0508335965763693
Prevotella melaninogenica	0	0	0	0	0.00860234116411164	0	0.00143372352735194
Enterococcus faecium	0.685076182518676	0	0	0.139266435649584	-0.246024720731478	0	0.0963863162394636
Bacteroides clarus	0.653884765326747	0	-0.300396768318855	-0.114039353931964	0.192392314232394	0.206721911924604	0.106427144872154
Eisenbergiella tayi	0.700135386908403	-0.0532638407369389	0.844306927260956	0.038938367117491	0.876789641237787	0.322103205892208	0.454834947946651
Enterococcus gallinarum	0.607791754310748	0	0	0	0	0	0.101298625718458
Enterocloster citroniae	0.621493646655668	0	-0.314395471170408	-0.471623104396007	0.416827398884958	0.160937155085821	0.0688732708433387
Ruminococcaceae bacterium D5	0.914128374096709	0	-0.00988161525648067	0.81101741393489	0.435633263612559	0.0184109990249513	0.361551405902105
Hungatella hathewayi	0.359287943496777	0	0.226558211033827	0.109616244400228	0.947987032672428	0.0529043968460429	0.282725638074884
Treponema berlinense	0	0	0	0	0	0	0
Streptococcus pasteurianus	0.0189951158972891	0	0	0	0.0238314441137447	0	0.00713776000183897
Roseburia sp. CAG:309	0.0200474722699249	0	-0.523026516195503	0.460912148525442	0	0	-0.00701114923335594
Firmicutes bacterium CAG:555	0.206773865174326	0	0	0	0	0	0.0344623108623876
Ruminococcus obeum CAG:39	0	0	0	0.122274538275489	0	0	0.0203790897125815
Streptococcus lutetiensis	0	0	0	0	0	0	0
Prevotella timonensis	0	0	0	0	0	0	0
Campylobacter ureolyticus	0	0	0	0	0	0	0
Prevotella sp. oral taxon 376	0	0	0	0	0	0	0
Roseburia sp. CAG:471	0	-0.934443008326659	-0.268214934746705	-0.101963747887967	0.4315867817177	0.044412950056294	-0.138103659864556
Gordonibacter pamelaeae	0	0.078973477058145	-0.769731543129396	-0.00374060329963567	0.943989642007188	0.0144463781767279	0.0439895584688383
Monoglobus pectinilyticus	0	-0.915387025844815	-0.140406045457978	0.281585309173894	0	-0.161703697720951	-0.155985243308308
Schaalia odontolytica	0	-0.494967283535383	0.328431161593904	0.187388848638744	0.300368048963264	0.322744446824863	0.107327537080899
Streptococcus thermophilus	0	-0.339255232602162	-0.0535129293085674	0.328799765497403	-0.334135526385996	-0.0906687792132839	-0.0814621170021012
Faecalitalea cylindroides	0	-0.0803433502975199	0	-0.057552625509084	0.390665209649906	0.0661786328255919	0.0531579777781491
Streptococcus gordonii	0	0	0.152200112972625	0.224069994288218	0.259477304644779	0.0600523887312163	0.115966633439473
Dorea sp. CAG:317	0	-0.390776811128701	0	-0.38582332418248	0	-0.075184061673416	-0.141964032830766
Ruminococcus sp. CAG:403	0	0	0	0	0	0	0
Megamonas funiformis CAG:377	0	0	0	0	0	0	0
Propionibacterium freudenreichii	0	0	0	0	0	0	0
Streptococcus sp. A12	0	0	0	0.465535636023715	0.10627324994217	-0.0137823028254458	0.0930044305234066
Clostridium disporicum	0	0.239205702954749	0	0.201137894875818	-0.15170167991116	0.0179322899123244	0.0510957013052886
Sellimonas intestinalis	0	-0.430443884003476	0.0741886589969875	-0.592783272892665	0.321209898734113	0.170728912368828	-0.0761832811327023
Blautia sp. CAG:257	0	1.02028134853569	-0.14006491461199	-0.574469600203786	-0.6024360680841	0.0879845689180016	-0.0347841109076974
Christensenella minuta	0	0	-0.216362872642752	0.396674138565678	0.13534108037741	0.0424983523290343	0.0596917831048952
[Clostridium] spiroforme	0	-0.57372865781203	0	-0.0640422061072599	0.400401092557209	-0.0325275748789957	-0.0449828910401793
Collinsella intestinalis	0	0.308779204368294	0.128517177554341	0.476128139224847	0.239791382043553	0.153714708493926	0.21782176861416
Clostridium sp. CAG:58	0	0.220734482294476	0.224868730281495	0.94897521914166	0.51783750035133	0.0208023444768972	0.322203046090976
Blautia hansenii	0	0.156382135001176	0	0	-0.152061287086347	0	0.000720141319138108
Anaeromassilibacillus sp. An250	0	0.0633958829893052	-0.540453085191282	0.0166693283107078	0.56767564247495	0.185054432781593	0.0487237002275457
Hafnia alvei	0	0	0	0	0	0	0
Prevotella sp. CAG:1185	0	0	-0.259193511585874	0.653804735531991	0	0	0.0657685373243528
Adlercreutzia caecimuris	0	0.238594978472181	-0.16062757086512	-0.43684964957897	0.095730511662501	0	-0.0438586217182346
Citrobacter koseri	0	0	0	0	0	0	0
Coprobacillus cateniformis	0	0	0	0.0835166260388571	0	0.14534796375594	0.0381440982991329
[Clostridium] scindens	0	0.182878092145117	0.0483368434260643	0.014158155876198	0.321472991627295	0.130022762477315	0.116144807591998
Eubacterium callanderi	0	0	0	0	0	0	0
Christensenella hongkongensis	0	0	0	-0.069904661765709	0.603603755314647	0.237023379200017	0.128453745458159
Blautia hydrogenotrophica	0	-0.0521470757468933	0	0.264474767892506	-0.00415907423710895	0.166294814598859	0.0624105720845603
Actinomyces graevenitzii	0	-0.0624542840963433	0	0.732084830128762	0.126696440388879	0	0.13272116440355
Trueperella bernardiae	0	0	0	0	0	0	0
Peptococcus niger	0	0	0	0	0	0	0
Actinomyces sp. HMSC035G02	0	-0.0410890518253896	0.138601401682443	0.478149427953919	0.460340714189418	0.433033162115308	0.24483927568595
Enorma massiliensis	0	-0.14938957730784	-0.842371681510938	0.613648892109973	0.0177704680484282	0	-0.0600569831100627
Limosilactobacillus gastricus	0	0	0	0	0	0	0
[Eubacterium] brachy	0	0	0	0.257825942880539	0.288170187411334	0.183039962363058	0.121506015442488
Anaerotignum lactatifermentans	0	-0.356157762459938	0.0778065373337968	-0.44093369716469	0.579786945022773	0.334294529551299	0.0324660920472067
Slackia exigua	0	0	0	0	0.0073839559123725	0	0.00123065931872875
Schaalia turicensis	0	0	0	0	0.017420124082744	0	0.00290335401379067
Prevotella buccalis	0	0	0	0	0	0	0
Pseudoflavonifractor capillosus	0	0	-0.333694255596935	-0.0331908280990729	0	0	-0.0611475139493347
Firmicutes bacterium CAG:424	0	0.513625199963354	0	0	0	0	0.0856041999938924
Streptococcus agalactiae	0	0	0	0	0	0	0
Dielma fastidiosa	0	0	0	-0.176268082846283	-0.261204686554729	0.146368526478081	-0.0485173738204885
Parvimonas sp. oral taxon 110	0	0	0	0	0	0	0
Eubacterium dolichum CAG:375	0	0	0	0	0	0.0714813834799358	0.0119135639133226
Fusobacterium necrophorum	0	0	0	0	0	0	0
Amedibacillus dolichus	0	0	0	0	0	0.121542840956068	0.0202571401593447
Prevotella sp. CAG:1031	0	0	-0.0825308800969323	0	0	0	-0.013755146682822
Streptococcus sobrinus	0	0	0	0	0	0	0
Lactococcus petauri	0	0	0	0	0	0	0
Streptococcus mutans	0	0	0	-0.0362504429649287	-0.148874992522473	0.167867270428329	-0.00287636084317882
Lactococcus garvieae	0	0	0	0	0	0	0
Actinomyces oris	0	0	0	0.802459582913991	0.197719210119257	0.13083953867615	0.1885030552849
Clostridium perfringens	0	0	0	0.102414623889366	0	0	0.0170691039815609
Oxalobacter formigenes	0	0	0	0	0	0	0
Eubacterium sp. CAG:274	0	0.193014895452941	0	0.173824339816699	-0.219782620111463	-0.0504395463554123	0.0161028448004608
Clostridium sp. CAG:242	0	0	0	-0.124788929300086	0.439663443663515	0.0814682332031338	0.0660571245944271
Blautia argi	0	0	0	0	0	0	0
Clostridium sp. CAG:299	0	0	0	0	-0.0237854085896813	-0.0359011275752962	-0.00994775602749624
Holdemania filiformis	0	0	0.922160845326896	0.49982481702019	0.93675539486506	0.463043302536808	0.470297393291492
Streptococcus sanguinis	0	0	0.0570446839005476	-0.199756598700748	-0.170467265821135	0.186535273382151	-0.0211073178731975
Streptococcus australis	0	0	0.0594467440902923	0.214438904996681	-0.137805185786973	-0.0852957859980757	0.00846411288365407
[Eubacterium] sulci	0	0	0	0.0857078009570498	-0.0881785963240795	0.199652096737334	0.0328635502283841
Lactococcus lactis	0	0	0	-0.0863839201734504	0.129115612035252	0	0.00712194864363355
Firmicutes bacterium CAG:646	0	0	0	0	0	0	0
Lacticaseibacillus rhamnosus	0	0	0	0	0	0	0
Romboutsia ilealis	0	0	0	0.18846470976972	-0.111677174585229	0	0.0127979225307485
Bifidobacterium animalis	0	0	0	0.266358989573355	0	-0.165149119298168	0.0168683117125313
Leuconostoc carnosum	0	0	0	0	0	0	0
Latilactobacillus sakei	0	0	0	0.450830599588789	0	0	0.0751384332647982
Barnesiella sp. An22	0	0	0	0	0	0	0
Roseburia sp. CAG:303	0	0	0	0	-0.0234900231642325	0	-0.00391500386070542
Latilactobacillus curvatus	0	0	0	0	0	0	0
Eubacterium limosum	0	0	0	0	0	0	0
Fusobacterium ulcerans	0	0	0	0	0.162545964813084	0.259497738091011	0.0703406171506826
Tyzzerella nexilis	0	0	0	0	0.140795741916608	0.24093684994684	0.0636220986439079
Actinobaculum sp. oral taxon 183	0	0	0	-0.0468384095625523	0	0	-0.00780640159375872
Coprobacter sp.	0	0	0	0	0	0	0
Lacrimispora saccharolytica	0	0	0.0826341092539785	-0.421268231213779	0.0225458491822058	0.00969601914248051	-0.0510653756058524
Bacteroides sp. CAG:927	0	0	0	0	0	0	0
Leuconostoc mesenteroides	0	0	0	0	0	0	0
Actinomyces sp. oral taxon 414	0	0	0	0.192490114223731	0	0	0.0320816857039551
Alistipes sp. An31A	0	0	0	0	0	0	0
Parabacteroides johnsonii	0	-0.068456657740443	-0.553311724137272	-0.199313999299261	0.887660741279864	0.0470996143735329	0.0189463290794035
Weissella cibaria	0	0	0	0	0	0	0
Streptococcus viridans	0	0	0	0	0	0	0
Lactiplantibacillus plantarum	0	0	0	0	0	0	0
Odoribacter laneus	0	0	0	0	0.173735044131941	0	0.0289558406886568
Candidatus Stoquefichus sp. KLE1796	0	0	0	0	0	0	0
Megasphaera sp. MJR8396C	0	0	0	0	0	0	0
Bacteroides sp. OM08-11	0	0	0	0	0	0	0
Streptococcus sp. F0442	0	0	0	0.099395292714706	-0.113993935351447	0	-0.00243310710612356
Streptococcus cristatus	0	0	0	0.334396744661357	0.136161870886251	0.126570452095518	0.0995215112738544
Anaeromassilibacillus sp. An172	0	0	0	0	0	0	0
Sarcina ventriculi	0	0	0	0	0	0	0
Actinomyces viscosus	0	0	0	0	0	0	0
Lawsonella clevelandensis	0	0	0	0	0	0	0
Lachnospiraceae bacterium 2_1_46FAA	0	0	0	0	0	0	0
Actinomyces johnsonii	0	0	0	0.349151687824331	0	0	0.0581919479707219
Actinomyces sp. oral taxon 170	0	0	0	-0.0252593605439822	0	0	-0.00420989342399703
Atopobium deltae	0	0	0	0	0	0	0
Aeriscardovia aeriphila	0	0	0	-0.498706110140596	0	0	-0.0831176850234326
Rikenella microfusus	0	0	0	0	0	0	0
Methanosphaera stadtmanae	0	0	0	0.177752843986399	0	0	0.0296254739977331
Pseudomonas fragi	0	0	0	0	0	0	0
Desulfovibrio fairfieldensis	0	0	0	0	0	0	0
Harryflintia acetispora	0	0	0.0699275907785832	0.134488031018341	0.472754508164722	0.186662805815326	0.143972155962829
Enterocloster aldenensis	0	0	-0.13137037656685	-0.145783063855659	-0.138084746390495	-0.165163282139741	-0.096733578158791
Dorea sp. D27	0	0	0	0	0	0	0
Pseudoflavonifractor sp. An184	0	0	-0.0296069665160426	0.181241980640382	0.608466079190646	0.0746627526741943	0.139127307664863
Flavonifractor sp. An10	0	0	-0.281426139887539	0.36723522218961	0.0138702049823558	0	0.0166132145474044
Fructilactobacillus sanfranciscensis	0	0	0	0	0.01166041901788	0	0.00194340316964667
Ruminococcaceae bacterium D16	0	0	0.400393698488885	0.069240252527291	0.343371519718926	0.24311667008214	0.176020356802874
Pyramidobacter sp. C12-8	0	0	-0.0544443239008083	0	0	0	-0.00907405398346806
Denitrobacterium detoxificans	0	0	0	0	0	0	0
Enterocloster lavalensis	0	0	0.338335321181338	0.295600023129184	-0.175560937066911	0.10015988311206	0.0930890483926119
Staphylococcus aureus	0	0	0	0	0	0	0
Phocaeicola coprophilus	0	0	0	0	0	0	0
Bacteroides galacturonicus	0	0	0	0.406988548399309	0	0	0.0678314247332182
Oscillibacter sp. PC13	0	0	-0.219489838613285	0	0	0	-0.0365816397688808
Eubacteriaceae bacterium CHKCI005	0	0	0	0.280968047668874	0	0	0.0468280079448123
Coprobacter fastidiosus	0	0	0.459557782468465	-1.02612737340709	-0.294952079633311	-0.213806672613775	-0.179221390530951
Citrobacter europaeus	0	0	0	0	0	0	0
Lachnoclostridium sp. An138	0	0	0	-0.206883558902172	0.166446757619415	0.058348676956779	0.00298531261233694
Lachnoclostridium sp. An196	0	0	0	0	0	0	0
Fretibacterium fastidiosum	0	0	0.012001771598566	0.102145707831933	0	0	0.0190245799050832
Ralstonia insidiosa	0	0	0	0	0	0	0
Bifidobacterium pullorum	0	0	0	0	0	0	0
Rothia aeria	0	0	0	0	0	0	0
Staphylococcus argenteus	0	0	0	0	0	0	0
Lancefieldella rimae	0	0	0	0.117673224943108	0.220019117744079	0.0619720537296197	0.0666107327361343
Lachnoclostridium sp. An118	0	0	0	0	0	0	0
Cloacibacillus porcorum	0	0	0	0	0.0945807436419665	0	0.0157634572736611
Corynebacterium durum	0	0	0	0.215463797765915	0	0	0.0359106329609858
Faecalicoccus pleomorphus	0	0	0	0.191438216204643	0	0	0.0319063693674405
Prevotella histicola	0	0	0	0	0	0	0
Propionibacterium acidifaciens	0	0	0	0	0	0	0
Cutibacterium acnes	0	0	0.119538999325709	0	0	0	0.0199231665542849
Phocaeicola salanitronis	0	0	0	0	0	0	0
Flavonifractor sp. An100	0	0	-0.315185257329426	0.0992679492383843	0	0	-0.0359862180151737
Parascardovia denticolens	0	0	0	0	0	0	0
Ruminococcus sp. CAG:579	0	0	0	0	0	0	0
Alloscardovia omnicolens	0	0	0	0.441604287178479	0	0	0.0736007145297465
[Clostridium] methylpentosum	0	0	0	0	0	0	0
Clostridiales bacterium CHKCI006	0	0	0	0	0	0	0
Bacteroides sp. D2	0	0	0	0	0	0	0
Lactobacillus gasseri	0	0	0	0.337260372088377	0	0	0.0562100620147295
Rothia kristinae	0	0	0	0	0	0	0
Prevotella sp. CAG:755	0	0	0	0	0	0	0
Bacteroides sp. CAG:598	0	0	0	0	0	0	0
Bacteroides sp. CAG:633	0	0	0	0	0	0	0
Bacteroides sp. CAG:661	0	0	0	0	0	0	0
Prevotella sp. CAG:1124	0	0	0	0	0	0	0
Bacteroides sp. CAG:144	0	0	0.185308451307883	-0.585504042989567	0.270398881161832	0.247356331834161	0.0195932702190514
Alistipes sp. An66	0	0	0	0	0	0	0
Sanguibacteroides justesenii	0	0	0.167428406301328	0.764225190145507	0	0	0.155275599407806
Jonquetella anthropi	0	0	0	0	0	0	0
Prevotella sp. CAG:485	0	0	0	0	0	0	0
Eikenella corrodens	0	0	0.272326543842632	0	0	0	0.0453877573071053
Campylobacter gracilis	0	0	0	0	0	0	0
Abiotrophia defectiva	0	0	0.11580639945521	0	0	0	0.0193010665758683
Proteus hauseri	0	0	0	0	0	0	0
Abiotrophia sp. HMSC24B09	0	0	0.055318046831788	0	0	0	0.00921967447196466
Oribacterium sinus	0	0	0	0	0.0941154395906754	0.124030248790066	0.0363576147301236
Fusobacterium periodonticum	0	0	0	0	0.319153643725798	0.0608567953976772	0.0633350731872459
Campylobacter concisus	0	0	0	0	-0.120858029329116	0.0244241245580431	-0.0160723174618454
Porphyromonas somerae	0	0	0	0	0	0	0
Neisseria flavescens	0	0	0.0739572868429496	0	-0.016912125078775	0	0.00950752696069577
Streptococcus sp. HMSC034E03	0	0	0	0	0	0	0
Anaeroglobus geminatus	0	0	0	0	0	0	0
Proteus vulgaris	0	0	0	0	0	0	0
Neisseria sicca	0	0	0	0	0	0	0
Neisseria mucosa	0	0	0	0	0	0	0
Proteus penneri	0	0	0	0	0	0	0
Granulicatella adiacens	0	0	0	0	0.171372631799826	0	0.028562105299971
Stomatobaculum longum	0	0	0	0	0	0	0
Selenomonas artemidis	0	0	0	0	0	0	0
Streptococcus gallolyticus	0	0	0	0	0	0	0
Prevotella denticola	0	0	0	0	0	0	0
Bacteroides fluxus	0	0	0	0	0	0	0
Flavonifractor sp. An306	0	0	0	0	0	0	0
Enterococcus gilvus	0	0	0	0	0	0	0
Enterococcus durans	0	0	0	0.491873072890882	0	0	0.0819788454818137
Raoultella planticola	0	0	0	0	0	0	0
Raoultella ornithinolytica	0	0	0	0	-0.0205587586687248	0	-0.0034264597781208
Enterococcus thailandicus	0	0	0	0	0	0	0
Alloprevotella tannerae	0	0	0	0	0.330449789662349	0	0.0550749649437249
Prevotella oris	0	0	0	0	0	0	0
Selenomonas sputigena	0	0	0	0	0.0115793114620821	0	0.00192988524368036
Olsenella uli	0	0	0	0.154142551825874	0	0	0.0256904253043123
Prevotella dentalis	0	0	0	0	0	0	0
[Eubacterium] infirmum	0	0	0	0	0.00908275320206056	0	0.00151379220034343
Prevotella veroralis	0	0	0	0	0	0	0
Eikenella longinqua	0	0	0	0	0	0	0
Pseudoramibacter alactolyticus	0	0	0	0	0	0	0
Mogibacterium timidum	0	0	0	-0.0146342957927401	0.143526892720531	0	0.0214820994879651
Alloprevotella rava	0	0	0	0	0	0	0
Prevotella sp. oral taxon 306	0	0	0	0	0	0	0
Shuttleworthia satelles	0	0	0	0	0	0	0
Prevotella baroniae	0	0	0	0	0	0	0
Lactiplantibacillus pentosus	0	0	0	0	0	0	0
Limosilactobacillus oris	0	0	0	0	0	0	0
Lachnoclostridium sp. An131	0	0	0	0.294585591959326	0.0174835461081124	0	0.0520115230112397
Prevotella sp. CAG:891	0	0	0	0	0	0	0
Bacteroides sp. 43_108	0	0	0	0	0	0	0
Prevotella oralis	0	0	0	0	0	0	0
Selenomonas noxia	0	0	0	0	0	0	0
Hafnia paralvei	0	0	0	0	0	0	0
Pasteurella canis	0	0	0	0	0	0	0
Fusobacterium gonidiaformans	0	0	0	0	0	0	0
Actinomyces sp. oral taxon 448	0	0	0	-0.107097522388536	0	0	-0.0178495870647561
Oribacterium sp. oral taxon 078	0	0	0	0	0	0	0
Scardovia inopinata	0	0	0	0	0	0	0
Comamonas testosteroni	0	0	0	0	0	0	0
Fusobacterium sp. CAG:439	0	0	0	0	0	0	0
Candidatus Gastranaerophilales bacterium	0	0	0	0	0	0	0
Haemophilus sputorum	0	0	0	0	0	0	0
Facklamia hominis	0	0	0	0	0	0	0
Enterococcus hirae	0	0	0	0	0	0	0
Cutibacterium namnetense	0	0	0	0	0	0	0
Malassezia restricta	0	0	0	0	0	0	0
Tannerella sp. oral taxon 808	0	0	0	0	0	0	0
Desulfomicrobium orale	0	0	0	0	0	0	0
Bacteroidetes bacterium oral taxon 272	0	0	0	0	0	0	0
Enterococcus malodoratus	0	0	0	0	0	0	0
Bavariicoccus seileri	0	0	0	0	0	0	0
Marvinbryantia formatexigens	0	0	0	0	0	0	0
Lachnoclostridium sp. An14	0	0	0	0	0	0	0
Flavobacterium sp. FEMGT703F	0	0	0	0	0	0	0
Sediminibacterium sp. FEMGT703S	0	0	0	0	0	0	0
Clostridium paraputrificum	0	0	0	0	-0.376178425928128	-0.0841978684799404	-0.0767293824013448
Prevotella disiens	0	0	0	0	0	0	0
Tychonema bourrellyi	0	0	0	0	0	0	0
Negativicoccus succinicivorans	0	0	0	0	0	0	0
Gleimia europaea	0	0	0	0	0	0	0
Peptoniphilus lacrimalis	0	0	0	0	0	0	0
Actinomyces sp. oral taxon 180	0	0	0	0	0	0	0
Peptoniphilus coxii	0	0	0	0	0	0	0
Porphyromonas sp. HMSC065F10	0	0	0	0	0	0	0
Gemella asaccharolytica	0	0	0	0	0	0	0
Clostridiales bacterium 1_7_47FAA	0	0	0	-0.148313983423063	0	0	-0.0247189972371771
Escherichia marmotae	0	0	0	0	0	0	0
Gardnerella vaginalis	0	0	0	0	0	0	0
Fannyhessea vaginae	0	0	0	0	0	0	0
Actinotignum timonense	0	0	0	0	0	0	0
Mageeibacillus indolicus	0	0	0	0	0	0	0
Phascolarctobacterium sp.	0	0	0	0	0	0	0
Oribacterium parvum	0	0	0	0	0.00877271584608409	0	0.00146211930768068
Alistipes timonensis	0	0	0	0.152055332086675	0	0	0.0253425553477791
Gemmiger sp. An120	0	0	0	0	0	0	0
Bifidobacterium scardovii	0	0	0	0	0	0	0
Aggregatibacter aphrophilus	0	0	0	0	0	0	0
Brachyspira pilosicoli	0	0	0	0	0	0	0
Veillonella seminalis	0	0	0	0	0	0	0
Enhydrobacter aerosaccus	0	0	0	0	0	0	0
Moraxella osloensis	0	0	0	0	0	0	0
Tepidimonas fonticaldi	0	0	0	0	0	0	0
Corynebacterium pyruviciproducens	0	0	0	0	0	0	0
Aggregatibacter segnis	0	0	0	0	0.0146878214592544	0	0.00244797024320907
Clostridium celatum	0	0	0	0	0	0	0
Prevotella sp. CAG:1058	0	0	0	0	0	0	0
Haemophilus parahaemolyticus	0	0	0	0	0	0	0
Morococcus cerebrosus	0	0	0	0	0	0	0
Bacteroides sp. CAG:443	0	0	0	0	0	0	0
Streptococcus milleri	0	0	0	0.195016101132766	0	0	0.0325026835221277
Massilimicrobiota timonensis	0	0	0	-0.176790513887696	0.169691613618443	-0.016338969139677	-0.00390631156815502
Fusobacterium equinum	0	0	0	0	0	0	0
Lactobacillus acidophilus	0	0	0	0	0	0	0
[Eubacterium] nodatum	0	0	0	0.439794145405625	0	0	0.0732990242342709
Actinomyces naeslundii	0	0	0	0.810623084306811	-0.00929284468598138	0	0.133555039936805
Mogibacterium pumilum	0	0	0	0.323259765013607	0	0	0.0538766275022679
Streptococcus sinensis	0	0	0	0	0	0	0
Lactococcus raffinolactis	0	0	0	0	0	0	0
Succinatimonas hippei	0	0	0	0	0.0205603926140462	0	0.00342673210234104
Blautia sp. An249	0	0	0	0	0	0	0
Actinomyces radicidentis	0	0	0	0	0	0	0
Carnobacterium divergens	0	0	0	0	0	0	0
Finegoldia magna	0	0	0	0	0	0	0
Lactonifactor longoviformis	0	0	0	0.296218093203638	0	-0.0738395591237239	0.037063089013319
Anaerococcus vaginalis	0	0	0	0	0	0	0
Clostridium cadaveris	0	0	0	0	0	0	0
Schaalia cardiffensis	0	0	0	0	0	0	0
Acetivibrio ethanolgignens	0	0	0	0	0	0	0
Haemophilus influenzae	0	0	0	0	0	0	0
Leptotrichia sp. oral taxon 215	0	0	0	0	0	0	0
Campylobacter showae	0	0	0	0	0	0	0
Prevotella sp. CAG:1320	0	0	0	0	0	0	0
Atopobium minutum	0	0	0	0	0	0	0
Faecalicatena orotica	0	0	0	0	0	0	0
Carnobacterium maltaromaticum	0	0	0	0	0	0	0
Robinsoniella sp. RHS	0	0	0	0	0	0	0
Limosilactobacillus reuteri	0	0	0	0	0	0	0
Leuconostoc gelidum	0	0	0	0	0	0	0
Lactobacillus johnsonii	0	0	0	0	0	0	0
Ligilactobacillus murinus	0	0	0	0	0	0	0
Lactobacillus intestinalis	0	0	0	0	0	0	0
Muribaculum intestinale	0	0	0	0	0	0	0
Duncaniella muris	0	0	0	0	0	0	0
Saccharomyces cerevisiae	0	0	0	0	0	0	0
Macrococcus caseolyticus	0	0	0	0	0	0	0
Megamonas rupellensis	0	0	0	0	0	0	0
Fusobacterium hwasookii	0	0	0	0	0	0	0
Anaerofustis stercorihominis	0	0	0	0	0	0	0
Leuconostoc pseudomesenteroides	0	0	0	0	0	0	0
Ruminococcus sp. CAG:624	0	0	0	0	0	0	0
[Eubacterium] saphenum	0	0	0	0	0	0	0
Actinomyces massiliensis	0	0	0	0	0	0	0
Leuconostoc garlicum	0	0	0	0	0	0	0
Streptococcus sp. HMSC070B10	0	0	0	0	0	0	0
Leuconostoc lactis	0	0	0	0	0	0	0
Prevotella sp. CAG:617	0	0	0	0	0	0	0
Levilactobacillus brevis	0	0	0	0	0	0	0
Vagococcus teuberi	0	0	0	0	0	0	0
Sharpea azabuensis	0	0	0	0	0	0	0
Pediococcus pentosaceus	0	0	0	0	0	0	0
Escherichia albertii	0	0	0	0	0	0	0
Actinomyces sp. oral taxon 897	0	0	0	0	0	0	0
Pauljensenia hongkongensis	0	0	0	0	0	0	0
Lactobacillus kefiranofaciens	0	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0
Aeromonas veronii	0	0	0	0	0	0	0
Clostridium sp. CAG:590	0	0	0	0	0	0	0
Filifactor alocis	0	0	0	0	0	0	0
Peptoanaerobacter stomatis	0	0	0	0	0	0	0
Catonella morbi	0	0	0	0	0	0	0
Treponema denticola	0	0	0	0	0	0	0
Tannerella forsythia	0	0	0	0	0	0	0
