species	fc	auroc	p.val	p.adj	ancom.w
Acidaminococcus fermentans [ref_mOTU_v2_4591]	0.010598772802851698	0.5078375424963574	0.21964467936385335	0.4071579318338679	134
Dialister invisus [ref_mOTU_v2_4598]	0.09858553669629619	0.5096466731423022	0.30809433630018135	0.5020577572338848	3
Peptostreptococcus stomatis [ref_mOTU_v2_4614]	0.46886917179312215	0.6679516755706654	0	0	808
Porphyromonas uenonis [ref_mOTU_v2_4616]	0.15907631963916313	0.5851505585235551	3.1374902675906924e-12	3.284993758493707e-10	709
Roseburia inulinivorans [ref_mOTU_v2_4632]	-0.12191386211460258	0.4715274405050996	0.16565276801528084	0.3465885192521252	34
Alloprevotella tannerae [ref_mOTU_v2_4636]	0	0.5194754735308402	0.001593287856094916	0.011087716310037571	270
Granulicatella adiacens [ref_mOTU_v2_4659]	0.14848904793894596	0.5635927634774163	0.007596900802020912	0.03728190046772112	422
Ruminococcus torques [ref_mOTU_v2_4718]	-0.20234546023845346	0.45607090820786794	0.12475810719471922	0.28473019625891566	46
Blautia obeum [ref_mOTU_v2_4719]	-0.054694366146285145	0.47629310344827586	0.7425904777242014	0.848532053281086	53
Ruminococcus bromii [ref_mOTU_v2_4720]	-0.03314679409721012	0.4802877610490529	0.5318134144842178	0.7003098167768858	3
Lachnospiraceae bacterium 1_4_56FAA [ref_mOTU_v2_4723]	0.04871801060000965	0.5123907236522585	0.49335265804520967	0.6723216800648202	71
Erysipelotrichaceae sp. [ref_mOTU_v2_4724]	0.004111393021520717	0.5083474987858184	0.7638542588034143	0.8681556435396234	142
Subdoligranulum sp. 4_3_54A2FAA [ref_mOTU_v2_4738]	0.26478134738447423	0.6309373482272947	1.8239994625801614e-7	5.339915668036404e-6	796
Megasphaera micronuciformis [ref_mOTU_v2_4840]	0.06073147365865374	0.5277804759592035	0.07581674685929785	0.20697240541332435	178
Odoribacter splanchnicus [ref_mOTU_v2_4846]	0.08951407439876866	0.5249939290917921	0.1767876944663367	0.3588185588383081	151
Alistipes shahii [ref_mOTU_v2_4873]	0.010242259798564881	0.5091185041282176	0.6393957227910554	0.7788335274743271	28
Coprococcus catus [ref_mOTU_v2_4874]	-0.0032006308487037534	0.4979480330257407	0.5272343238803878	0.6983181606465667	56
Faecalibacterium prausnitzii [ref_mOTU_v2_4875]	-0.3140525184652806	0.41220859640602237	1.0359516989267656e-4	0.001312720884162424	733
Alistipes indistinctus [ref_mOTU_v2_4879]	0.1264275849085636	0.5527804759592035	0.05526166178848202	0.16578498536544606	569
Barnesiella intestinihominis [ref_mOTU_v2_4880]	0.14131774499550756	0.5194997571636717	0.10328702249489496	0.2519847186728903	36
Clostridium citroniae [ref_mOTU_v2_4882]	0.22081717644989118	0.6071151044196211	5.777609694868069e-5	8.175317718238318e-4	669
Collinsella tanakaei [ref_mOTU_v2_4884]	0.07935290535267828	0.5249635745507528	0.19894679583406805	0.3832038541621905	135
Dialister succinatiphilus [ref_mOTU_v2_4885]	-4.8809785327861936e-4	0.5020276833414279	0.8693825203193846	0.9380234970673587	115
Slackia piriformis [ref_mOTU_v2_4888]	0.003329652885431053	0.5027926177756192	0.8263664112859361	0.907278821070367	125
Sutterella wadsworthensis [ref_mOTU_v2_4889]	0.01958001274816143	0.5108851384167071	0.885083690481772	0.9393983427158961	36
Faecalibacterium prausnitzii [ref_mOTU_v2_4910]	-0.28492434755341506	0.4180488101019913	6.010953920548387e-4	0.0052074488556587565	648
Paraprevotella clara [ref_mOTU_v2_4942]	0.06223145935668261	0.5143091306459446	0.32232305171760967	0.5163250394495295	10
Paraprevotella xylaniphila [ref_mOTU_v2_4943]	-0.03479284998677023	0.4964303059737737	0.9299789367089593	0.9670981712711729	100
Succinatimonas hippei [ref_mOTU_v2_4944]	0	0.49157357940747937	0.22839502607540635	0.4152192229936188	167
Bacteroides clarus [ref_mOTU_v2_4945]	-0.02943424479631921	0.49360126274890725	0.9682094912441813	0.9856892268498738	52
Bacteroides fluxus [ref_mOTU_v2_4946]	0	0.5019912578921807	0.7731586163455995	0.8752155537032185	128
Parvimonas sp. [ref_mOTU_v2_4961]	0.10983851833696946	0.5743018455560952	6.862312940114634e-10	3.641314803848328e-8	649
Veillonella sp. [ref_mOTU_v2_5068]	-0.05305046021265142	0.4900072850898495	0.2496640171874605	0.43704072287042056	111
Parvimonas sp. [ref_mOTU_v2_5245]	0.04430811448751023	0.5461146187469645	2.1884428165197534e-6	5.308537003500773e-5	399
Parabacteroides johnsonii [ref_mOTU_v2_5296]	-0.007942170015762423	0.5098470131131617	0.7790500826945852	0.8760443976260964	76
unknown Clostridia [meta_mOTU_v2_5309]	-0.12303337674895522	0.461346527440505	0.019822887436444454	0.07670464945800404	134
unknown Bacteroidales [meta_mOTU_v2_5329]	0.26207493069545845	0.5776226323457989	0.0014286538456518283	0.010192664831583213	720
unknown Ruminococcaceae [meta_mOTU_v2_5330]	-0.10635485466766102	0.48157479358912086	0.36440240615545116	0.5643832872709578	44
unknown Clostridium [meta_mOTU_v2_5331]	0.161248585475827	0.5313501699854298	0.046503816501090034	0.14898769890349223	117
unknown Clostridium [meta_mOTU_v2_5336]	0.006353035488353556	0.49047474502185523	0.4180470671328204	0.6015626440606179	135
unknown Dialister [meta_mOTU_v2_5337]	0.07926618535800713	0.5280111704711025	0.29521546931710674	0.4900217401562088	143
unknown Clostridiales [meta_mOTU_v2_5339]	0.044379588166368174	0.5065444390480816	0.5082155668688038	0.6848809782089118	32
unknown Clostridiales [meta_mOTU_v2_5341]	-0.11074284854554564	0.46018698397280233	0.10805580394758592	0.2569730463627463	168
unknown Clostridium [meta_mOTU_v2_5343]	0.010871628381541269	0.4875303545410393	0.2925931899534155	0.48708160445186227	261
unknown Clostridia [meta_mOTU_v2_5344]	0.02063339040617706	0.5122025254978145	0.24362950721216348	0.4282431710623743	167
unknown Clostridiales [meta_mOTU_v2_5347]	0.01850496548232626	0.5119232637202525	0.39303581116105635	0.5857379227757498	89
Oscillibacter sp. 57_20 [meta_mOTU_v2_5351]	-0.26207055033442167	0.4245507527926178	1.801933644504966e-4	0.0020673536002496166	372
unknown Clostridium [meta_mOTU_v2_5353]	0	0.4984944147644488	0.9752874288041379	0.9892700442708637	143
unknown Roseburia [meta_mOTU_v2_5354]	-0.27934898414758075	0.4313744536182613	0.003628208385004377	0.021692598020202226	511
unknown Anaeromassilibacillus [meta_mOTU_v2_5357]	0.034902121960557676	0.4992047110247693	0.6582990441374961	0.7923837818549889	125
unknown Clostridiales [meta_mOTU_v2_5362]	-0.1110480270884149	0.4525072850898495	0.02062827857657179	0.07888922752932184	132
Clostridium sp. CAG:127 [meta_mOTU_v2_5364]	-0.21507259166946643	0.4536182612918892	0.09413756752909468	0.23847234099011885	157
unknown Clostridium [meta_mOTU_v2_5366]	0	0.49703132588635257	0.804472097785289	0.891640745456541	116
unknown Eggerthellaceae [meta_mOTU_v2_5373]	0.008727325247782278	0.4984579893152015	0.5022104982623314	0.6800266555418173	42
unknown Bacteroidales [meta_mOTU_v2_5375]	0.04535397883134725	0.5068722680913065	0.521779293990174	0.6968448812219648	147
unknown Coprococcus [meta_mOTU_v2_5379]	-0.22571404389544797	0.4586206896551724	0.1073468432257668	0.2567252673202141	281
unknown Clostridiaceae [meta_mOTU_v2_5382]	0.012235728264798407	0.5018030597377368	0.7275478181798285	0.8405765437026238	91
Azospirillum sp. CAG:239 [meta_mOTU_v2_5386]	0.1657615221355226	0.5429941719281205	0.002479363841237925	0.015907538109322106	166
Clostridium sp. CAG:440 [meta_mOTU_v2_5389]	-0.1527503668489302	0.45072243807673634	1.2387570721708068e-4	0.001524209788801471	648
unknown Ruminococcus [meta_mOTU_v2_5392]	-0.039393633433977976	0.5005645944633318	0.9332399093549226	0.9670981712711729	68
unknown Sutterellaceae [meta_mOTU_v2_5393]	0.12603195026996666	0.5372693054881009	0.03549040404939019	0.12248517495094419	202
unknown Clostridiales [meta_mOTU_v2_5396]	0.02748099961102564	0.5124514327343371	0.6527093711588985	0.7923837818549889	41
unknown Clostridiales [meta_mOTU_v2_5397]	-0.1480040573016566	0.45457746478873234	0.12172209377067636	0.2793028584089303	85
Prevotella sp. CAG:279 [meta_mOTU_v2_5405]	0	0.5105269548324429	0.11540489634665652	0.2691724093360203	154
unknown Clostridiales [meta_mOTU_v2_5408]	0	0.5125303545410393	0.054302292668291674	0.16406635756362858	184
unknown Clostridiales [meta_mOTU_v2_5411]	-0.16886770056455871	0.447474502185527	0.10571039409239258	0.2556923836098368	94
unknown Clostridiales [meta_mOTU_v2_5412]	0.01611657833313538	0.5004856726566294	0.9652396909124494	0.9849621365200355	64
unknown Clostridium [meta_mOTU_v2_5413]	-0.36109393070938084	0.42102355512384654	0.0011767016547602732	0.008919818793673857	750
unknown Clostridiales [meta_mOTU_v2_5415]	0	0.4931338028169014	0.10618868118244656	0.2556923836098368	176
unknown Alistipes [meta_mOTU_v2_5423]	0.10186866932015966	0.5333110733365711	0.014610537447424354	0.061713165636135714	328
unknown Porphyromonas [meta_mOTU_v2_5431]	0.12255509448600566	0.5715274405050996	2.3539945548378682e-9	1.1103007650318611e-7	691
unknown Dehalococcoidales [meta_mOTU_v2_5435]	0.03374547722123497	0.5128581835842642	0.13932023312473651	0.3073374063544904	149
unknown Butyricicoccus [meta_mOTU_v2_5437]	-0.16183109099040394	0.43616440019426905	0.005887610190319845	0.03144574451313793	279
unknown Clostridiales [meta_mOTU_v2_5442]	-0.07204656616512833	0.4649101505585236	0.041964981554989754	0.14026877692986733	333
Ruminococcus sp. CAG:177 [meta_mOTU_v2_5453]	-0.04662126559933661	0.48879917435648373	0.6339893286919884	0.7764844437811951	46
unknown Eubacterium [meta_mOTU_v2_5463]	-0.09972143560206749	0.46067265662943174	0.18022114745060294	0.3643041766322902	120
Clostridium sp. CAG:793 [meta_mOTU_v2_5464]	-0.0011381518974057643	0.48795531811559006	0.1480740915841283	0.3198852512847963	156
unknown Clostridiales [meta_mOTU_v2_5466]	-0.026539801708041426	0.49924720738222433	0.9934117366396022	0.996785413819826	63
uncultured Eubacterium sp. [meta_mOTU_v2_5477]	-0.022378073494831657	0.4800509956289461	0.7776238321558454	0.8760443976260964	80
unknown Dehalococcoidales [meta_mOTU_v2_5481]	0.025573254186568528	0.5127124817872754	0.18768148616921287	0.37185732432307445	78
Clostridiales bacterium 41_21_two_genomes [meta_mOTU_v2_5482]	-0.04169151191215442	0.48630403108305004	0.6060933892774997	0.7567254227891136	124
Clostridiales bacterium S5-A14a [meta_mOTU_v2_5486]	0.08652012430411901	0.5539643030597378	3.3698438646201367e-6	7.732425516385125e-5	559
Clostridium sp. CAG:571 [meta_mOTU_v2_5498]	0	0.4879917435648373	0.24024238013221555	0.4267066542515711	148
Clostridium sp. CAG:594 [meta_mOTU_v2_5501]	-0.030189642161623318	0.4882710053423992	0.4174323118173083	0.6015626440606179	122
unknown Prevotella [meta_mOTU_v2_5502]	0.011811992767961493	0.5028776104905295	0.8110817231167571	0.8954595356646642	98
unknown Clostridium [meta_mOTU_v2_5505]	-0.19676645345356233	0.44190140845070425	5.992598345023423e-4	0.0052074488556587565	577
unknown Clostridiales [meta_mOTU_v2_5511]	0.12241537639570844	0.5515905779504614	1.0726869112009929e-4	0.0013392811582494748	504
unknown Clostridiales [meta_mOTU_v2_5513]	-0.017816078033701853	0.4896066051481302	0.9914691825406976	0.996785413819826	55
unknown Clostridiales [meta_mOTU_v2_5514]	0.20301650819639366	0.5592520641087906	5.316353589424061e-4	0.004853316341312933	693
unknown Clostridiales [meta_mOTU_v2_5517]	0.13566483757907724	0.5595981058766392	0.03273490513174315	0.11484270436714851	499
unknown Bacteroidales [meta_mOTU_v2_5520]	0.25263291471492244	0.579729237493929	6.697904577264158e-4	0.005630218798116108	723
unknown Firmicutes [meta_mOTU_v2_5525]	-0.08101521474673283	0.4729358912093249	0.3689828038500583	0.5675115950519919	52
unknown Synergistaceae [meta_mOTU_v2_5538]	0	0.5021733851384167	0.8896492219679102	0.9417857723824885	158
unknown Clostridiales [meta_mOTU_v2_5540]	-0.1691006041600668	0.46115832928606126	0.07996604215541855	0.2162139165285043	260
Libanicoccus massiliensis [meta_mOTU_v2_5543]	0.015479683818799127	0.507400437105391	0.2695035559012524	0.45557299611801844	115
unknown Phascolarctobacterium [meta_mOTU_v2_5554]	0.10276856578985956	0.5420896066051482	6.368948413104647e-7	1.6897616258518267e-5	301
unknown Prevotella [meta_mOTU_v2_5555]	0.03375036576518639	0.5079164643030597	0.4688894127379304	0.6475623813475294	39
unknown Clostridium [meta_mOTU_v2_5561]	0.07258774548192388	0.5286364740165129	0.02271308680268369	0.08494894579505927	87
unknown Prevotellaceae [meta_mOTU_v2_5568]	0.021857179673323186	0.509009227780476	0.1392825116398293	0.3073374063544904	106
unknown Clostridiales [meta_mOTU_v2_5569]	0.08675919916263182	0.5289460903351142	0.01812925013351907	0.07125802483035967	241
unknown Clostridiales [meta_mOTU_v2_5571]	0	0.49319451189898006	0.22624505339489628	0.41479452806523254	163
unknown Clostridiales [meta_mOTU_v2_5583]	-0.0159385917987231	0.48982515784361336	0.7024942446736224	0.8249206275628015	112
unknown Bacteroidales [meta_mOTU_v2_5584]	0.02619214814987306	0.5188926663428849	0.04045464164136048	0.13629361410125018	85
unknown Clostridium [meta_mOTU_v2_5585]	-0.04272361642786993	0.463878096163186	0.005239816428986601	0.02888703992343912	372
unknown Clostridiales [meta_mOTU_v2_5591]	0	0.49884652744050506	0.9845417168215813	0.9962764214320888	147
unknown Clostridiales [meta_mOTU_v2_5603]	-0.19190830455239918	0.4669803302574065	0.07144292372294805	0.19916560247163262	69
unknown Bacteroides [meta_mOTU_v2_5618]	0	0.5106119475473531	0.04466659908645232	0.14529479932719547	168
unknown Ruminococcus [meta_mOTU_v2_5630]	-0.008823998344212245	0.48654079650315685	0.24780111831687707	0.4346759286178278	170
Mailhella massiliensis [meta_mOTU_v2_5632]	0.01203657125499322	0.49392909179213207	0.7566805561506433	0.8623111304320754	121
unknown Clostridiales [meta_mOTU_v2_5641]	0.1110048314405248	0.5283268576979117	0.08561245106893889	0.2229600336120525	167
unknown Streptococcus [meta_mOTU_v2_5642]	-0.12940180094504822	0.45546988829528895	0.03943016408086697	0.1333713518113787	116
unknown Bacteroidales [meta_mOTU_v2_5647]	0.013646614231628445	0.5036911121903836	0.5411866648920904	0.7101506622772562	124
unknown Bacteria [meta_mOTU_v2_5651]	-0.0033046840219040016	0.4984579893152015	0.9682742228419254	0.9856892268498738	135
Azospirillum sp. 51_20 [meta_mOTU_v2_5652]	-0.1626753116639862	0.46273676542010683	0.05706922663271877	0.17060483595485293	123
unknown Clostridiales [meta_mOTU_v2_5653]	-7.345470825548039e-4	0.49737736765420104	0.6693699501660155	0.7981071589283698	130
unknown Bacteroidales [meta_mOTU_v2_5655]	-0.02295146996657952	0.4931459446333172	0.3874813603132403	0.5832831115353564	131
unknown Anaeromassilibacillus [meta_mOTU_v2_5656]	0.02501456016913611	0.5064958717824186	0.5975681421029981	0.7495256168187688	97
unknown Firmicutes [meta_mOTU_v2_5660]	0.00988754943328473	0.49345556095191845	0.7077012390675458	0.8276010357690722	115
unknown Clostridiales [meta_mOTU_v2_5661]	0.0474418224717564	0.5271248178727538	0.9438216485218851	0.9712782782970671	418
unknown Prevotella [meta_mOTU_v2_5668]	0.11638977039616931	0.5150983487129674	0.27866396588036757	0.4684865485790734	71
unknown Clostridiales [meta_mOTU_v2_5669]	-0.08494966206822503	0.4728630403108305	0.13652067639074586	0.3045748417701052	24
unknown Odoribacter [meta_mOTU_v2_5670]	-0.0086089914236268	0.5093127731908694	0.3172475083172379	0.5130345420215905	151
unknown Sutterella [meta_mOTU_v2_5677]	0	0.515857212238951	0.0067400883698451874	0.0344718977469793	170
Clostridium sp. CAG:273 [meta_mOTU_v2_5681]	-0.1123153100761945	0.4732880038853813	0.40657160927832414	0.5973135231822783	264
Mycoplasma sp. CAG:611 [meta_mOTU_v2_5692]	-0.055374839168782136	0.4844099077221952	0.26210249107956785	0.4468373793705886	121
Clostridium sp. CAG:306 [meta_mOTU_v2_5698]	-0.05403193493637369	0.4744171928120447	0.08110092946204123	0.21723422625450242	126
Butyrivibrio sp. CAG:318 [meta_mOTU_v2_5702]	-0.031261966598164	0.48340820786789707	0.3324017546666669	0.5274936256299069	100
Bacteroides sp. CAG:462 [meta_mOTU_v2_5709]	0	0.5001457017969888	0.8022941462159465	0.8915546205986108	150
unknown Clostridiales [meta_mOTU_v2_5710]	-0.02083085704699215	0.4882224380767363	0.2254317640330041	0.4142674624762348	152
Prevotella sp. CAG:891 [meta_mOTU_v2_5711]	0.0025443902421883467	0.502161243322001	0.8759670657591152	0.9380234970673587	125
unknown Clostridiales [meta_mOTU_v2_5712]	-0.0885726833193441	0.4855390966488587	0.4124955182275174	0.5993133431562836	60
Clostridium sp. CAG:590 [meta_mOTU_v2_5713]	0	0.4984458474987858	0.9535565337540902	0.9777409385956793	153
Clostridium sp. 27_14 [meta_mOTU_v2_5718]	-0.08442777751597937	0.4725109276347742	0.10633672674220898	0.2556923836098368	113
unknown Firmicutes [meta_mOTU_v2_5720]	0.023260459153530894	0.518012384652744	0.030126750617841758	0.10746895493507418	240
Clostridium sp. CAG:568 [meta_mOTU_v2_5729]	0.0977114517953331	0.5316355026711995	0.0034996661809738594	0.021072458068417066	129
Butyricicoccus sp. BB10 [meta_mOTU_v2_5734]	-0.20924010430521456	0.43498057309373483	2.6954457311781315e-5	4.5768668515404673e-4	614
unknown Clostridiales [meta_mOTU_v2_5735]	0.1415827943725654	0.540213695968917	0.027183620781719542	0.09905104739776778	420
unknown Firmicutes [meta_mOTU_v2_5740]	-0.028230876157532496	0.4771369596891695	0.07401601679972301	0.20535816425805503	338
unknown Clostridiales [meta_mOTU_v2_5741]	-0.14447069888317626	0.4473288003885382	0.1162517548964314	0.27040476686868564	627
unknown Peptostreptococcaceae [meta_mOTU_v2_5742]	0.1695144568214337	0.5879067508499272	1.2443466701483885e-8	4.80204692252719e-7	656
unknown Clostridiales [meta_mOTU_v2_5745]	-0.23705101392815756	0.43796745993200586	0.00442099435090748	0.02536097435081386	527
unknown Clostridium [meta_mOTU_v2_5748]	0	0.5037882467217095	0.5398511998360709	0.7094948431282109	147
unknown Clostridium [meta_mOTU_v2_5751]	0.010767339588893641	0.49834871296746	0.8860286832413824	0.9393983427158961	141
unknown Clostridiales [meta_mOTU_v2_5754]	0.02808950009058438	0.5289703739679456	0.0022307983064349113	0.01491297450522236	379
Prevotella sp. CAG:485 [meta_mOTU_v2_5757]	-0.015170966763172663	0.48635866925692084	0.027944580781622562	0.10138867129742545	151
unknown Bacteroidales [meta_mOTU_v2_5773]	0.001014925072521364	0.4813258863525984	0.04502946515694547	0.1453612772556909	154
Clostridium sp. CAG:288 [meta_mOTU_v2_5776]	-0.03897269896831783	0.4781325886352598	0.07435025920881792	0.20561358328432056	126
unknown Faecalibacterium [meta_mOTU_v2_5779]	-0.22158695401686865	0.4232758620689655	0.002375876101425157	0.015622578030231043	287
unknown Prevotella [meta_mOTU_v2_5780]	0.007574442383653413	0.5211206896551724	8.527464019594255e-4	0.0067661840678836654	230
unknown Clostridiales [meta_mOTU_v2_5783]	-0.11038542206141695	0.46585114133074307	0.058767536327380965	0.17445328091589662	184
unknown Clostridiales [meta_mOTU_v2_5791]	0.039993065830032225	0.5198761534725594	0.12866838728829544	0.29130522882070087	197
unknown Butyricicoccus [meta_mOTU_v2_5800]	-0.3799206704327221	0.4182127246236037	3.067598018889297e-4	0.0031378201422132684	683
unknown Clostridiales [meta_mOTU_v2_5805]	0.05520766168313775	0.5174538610976201	0.5925346589035068	0.7486426704969283	59
unknown Clostridiales [meta_mOTU_v2_5806]	-0.10283822360110804	0.46452161243322	0.08140237146798159	0.21732897288149802	124
unknown Veillonella [meta_mOTU_v2_5811]	-4.0764654543927746e-4	0.5035150558523556	0.9339881943306068	0.9670981712711729	93
unknown Faecalibacterium [meta_mOTU_v2_5815]	-0.4210737828645809	0.38675327829043227	4.753949805924423e-6	1.0090258463074588e-4	790
unknown Clostridiales [meta_mOTU_v2_5820]	0.03735900364266584	0.5063258863525983	0.44396380920155987	0.6261217176281135	114
unknown Clostridiales [meta_mOTU_v2_5826]	-0.08587475208216035	0.45703618261291884	0.26032954415664267	0.4468373793705886	103
unknown Firmicutes [meta_mOTU_v2_5841]	-0.0074637423394459165	0.4880403108305002	0.0754540599466824	0.20697240541332435	169
unknown Clostridiales [meta_mOTU_v2_5843]	0.00629598635621486	0.5014448761534726	0.9048692038795991	0.9505520140973459	159
unknown Oscillibacter [meta_mOTU_v2_5845]	0.12180242335755398	0.5487858183584263	0.002896604771670086	0.017950492344145277	331
unknown Clostridiales [meta_mOTU_v2_5849]	-0.21806551281394948	0.4520580378824672	0.0804605194863765	0.21686025728232908	164
unknown Bacteroidales [meta_mOTU_v2_5852]	0	0.4931338028169014	0.081111012629773	0.21723422625450242	178
unknown Sutterella [meta_mOTU_v2_5857]	0	0.5108912093249149	0.09668312438528837	0.2428496649750715	201
unknown Dialister [meta_mOTU_v2_5867]	0.3810194925715899	0.6548324429334629	0	0	801
Oscillibacter sp. CAG:155 [meta_mOTU_v2_5868]	0.012551423135256848	0.5068176299174357	0.4489379899871748	0.6285809688262107	145
Clostridium sp. CAG:524 [meta_mOTU_v2_5874]	0	0.5053666828557553	0.3357526857353228	0.5288571988669556	128
unknown Clostridiales [meta_mOTU_v2_5880]	-0.21677277451587035	0.43993443419135503	0.011803437808941745	0.05274272999890285	310
unknown Roseburia [meta_mOTU_v2_5883]	-0.16333602178467901	0.45561559009227787	0.023368557151026922	0.08663713983066314	541
unknown Clostridiales [meta_mOTU_v2_5890]	0.03591211786689248	0.504225352112676	0.6549123652505653	0.7923837818549889	112
unknown Clostridiales [meta_mOTU_v2_5894]	-0.05340498104981911	0.4836813987372511	0.2167282410650574	0.40413861148522223	246
Prevotella sp. CAG:1092 [meta_mOTU_v2_5903]	0	0.5072425934919864	0.18268004321652076	0.3666556895764211	162
unknown Clostridiales [meta_mOTU_v2_5904]	0.026165622184815773	0.502622632345799	0.6589092953176825	0.7923837818549889	163
unknown Clostridiales [meta_mOTU_v2_5905]	0	0.48969159786304034	0.06058976094291867	0.17556555303937868	185
uncultured Clostridium sp. [meta_mOTU_v2_5907]	-0.2175736054900386	0.41561437591063627	4.0491962695712245e-4	0.003908809557463539	441
Clostridium sp. CAG:451 [meta_mOTU_v2_5908]	0	0.495033997085964	0.5161301838205106	0.6922504361194526	143
unknown Firmicutes [meta_mOTU_v2_5910]	0.010317138305239	0.4936255463817387	0.6718334481540886	0.798385517810702	135
Clostridium sp. CAG:780 [meta_mOTU_v2_5914]	-0.0095341563101443	0.5073033025740651	0.3573304768803387	0.5554319167343934	102
unknown Clostridium [meta_mOTU_v2_5915]	0.01086578336525001	0.5009288489558038	0.6699564973161642	0.7981071589283698	118
unknown Clostridiales [meta_mOTU_v2_5922]	-0.015554541407711182	0.47855755220981055	0.09796988284673099	0.2432059372423234	245
unknown Clostridium [meta_mOTU_v2_5927]	0	0.4862736765420107	0.09751499866055635	0.2428496649750715	205
unknown Sutterella [meta_mOTU_v2_5929]	0	0.507030111704711	0.3027384063001364	0.4961870790517679	121
unknown Bacilli [meta_mOTU_v2_5934]	-0.013632768821414032	0.49204711024769304	0.953545049976334	0.9777409385956793	100
unknown Clostridium [meta_mOTU_v2_5940]	-0.0064357846172911565	0.4897219524040797	0.32568922528568844	0.5189642823587532	137
unknown Oscillibacter [meta_mOTU_v2_5944]	0.1395439979699809	0.5207139388052452	0.1323614489497218	0.29728801629183543	48
unknown Tyzzerella [meta_mOTU_v2_5947]	0.30660270463424916	0.5855937348227295	0.0016925476067795042	0.011682706651673163	753
unknown Bacteroidales [meta_mOTU_v2_5951]	0	0.49860369111219033	0.9891399698385416	0.9966759828209611	150
unknown Clostridiales [meta_mOTU_v2_5954]	-0.011619728769524317	0.5010927634774163	0.595650014328367	0.749195351355235	98
unknown Clostridiales [meta_mOTU_v2_5959]	-0.01393181221991926	0.5023676542010684	0.6190145988467914	0.7649660899404281	43
unknown Clostridiales [meta_mOTU_v2_5961]	-0.01693049842723584	0.4909300631374454	0.6655532815339379	0.7969742398058014	27
Ruminococcus sp. CAG:254 [meta_mOTU_v2_5967]	-0.19090357710874573	0.4625971345313259	0.14374713249776475	0.31292644997590324	432
Eggerthella sp. CAG:298 [meta_mOTU_v2_5975]	-0.1199712407178091	0.4570179698882953	0.06462610353424794	0.18536338479924494	105
unknown Clostridiales [meta_mOTU_v2_5978]	-0.21763462575677703	0.4422474502185527	0.0057115131986214575	0.030885826150507115	124
unknown Sutterella [meta_mOTU_v2_5982]	0.005757324861993736	0.49693419135502676	0.9896323362992583	0.9966759828209611	126
unknown Clostridium [meta_mOTU_v2_5983]	-0.2028683690406984	0.43606119475473526	0.003006300954688417	0.01849528630819178	616
unknown Bacteroidales [meta_mOTU_v2_5989]	0	0.5088271005342399	0.05109307377779748	0.15659934887129986	182
unknown Clostridiales [meta_mOTU_v2_5991]	-0.009916982163427785	0.4916100048567266	0.9966606352761553	0.996785413819826	71
unknown Desulfovibrio [meta_mOTU_v2_5993]	0.01197957216003232	0.5188683827100534	0.09698559941627782	0.2428496649750715	62
unknown Clostridiales [meta_mOTU_v2_6000]	-0.1560640839607198	0.46316172899465763	0.1039508444850526	0.2528775557816895	70
Clostridium sp. CAG:465 [meta_mOTU_v2_6001]	-0.010873375937215855	0.48184798445847504	0.32168720755571195	0.5162806034306228	97
unknown Clostridiales [meta_mOTU_v2_6009]	0.31499189582403697	0.586534725594949	3.874279360216448e-6	8.43400814570196e-5	786
unknown Clostridiales [meta_mOTU_v2_6011]	-0.022435383718968915	0.483268576979116	0.08657788292891151	0.22409945916660326	164
unknown Clostridiales [meta_mOTU_v2_6013]	-0.08543064186143148	0.4645458960660515	0.20889081223116093	0.3976419273189588	152
unknown Clostridiales [meta_mOTU_v2_6022]	0.09997898228485864	0.5284725594949005	0.06306899727558513	0.1821278186631693	161
unknown Clostridiales [meta_mOTU_v2_6028]	-0.027989545435874133	0.4791585721223895	0.9019941535891378	0.9505520140973459	72
unknown Prevotella [meta_mOTU_v2_6029]	0	0.49840942204953864	0.6589198468664572	0.7923837818549889	142
unknown Clostridiales [meta_mOTU_v2_6036]	0.14228645900976392	0.5356969402622633	0.002392149757279194	0.015622578030231043	425
unknown Clostridium [meta_mOTU_v2_6039]	-0.07776253076310471	0.4720252549781448	0.033568501144744176	0.11728254103657533	287
unknown Clostridiales [meta_mOTU_v2_6044]	-0.00956795032822581	0.48668649830014565	0.7236406707448799	0.8393045484459059	61
unknown Clostridiales [meta_mOTU_v2_6049]	-0.2908618032443957	0.42005828071879553	7.5278226824987e-4	0.006204972288778055	428
Anaeromassilibacillus sp. An200 [meta_mOTU_v2_6051]	-0.05323005880082106	0.4909179213210296	0.5934470167778949	0.7486426704969283	110
unknown Eggerthellales [meta_mOTU_v2_6052]	-0.018743051849240903	0.4786182612918892	0.5033296393756352	0.680049027042976	121
unknown Clostridiales [meta_mOTU_v2_6054]	0.022344542507075058	0.5076068479844584	0.38307851887264355	0.5787075845602747	151
unknown Verrucomicrobia [meta_mOTU_v2_6061]	-0.0013052530316335644	0.5032115104419621	0.6245332132660111	0.7684473884968746	144
unknown Acetobacter [meta_mOTU_v2_6063]	-0.0508783980623344	0.4758135016998543	0.27250167317901897	0.4590355566051331	78
unknown Alistipes [meta_mOTU_v2_6070]	0.11804308857868673	0.5261838271005342	0.06723256689116819	0.1896360441548232	106
unknown Parabacteroides [meta_mOTU_v2_6071]	0.029246079408366037	0.5160029140359398	0.21944042817159692	0.4071579318338679	91
