GuptaA_2019	HanniganGD_2017	ThomasAM_2018a	ThomasAM_2018b	ThomasAM_2019_c	YachidaS_2019	all
Fusobacterium nucleatum	0.140061043400469	NA	0.743480132615848	0.62116437256463	0.428212970793485	0.00261488677704722	1.70638252490196e-05
Solobacterium moorei	0.140061043400469	0.757212794309908	0.743480132615848	0.62116437256463	0.288986803532661	0.000681385249304559	5.85163325461657e-07
Prevotella sp. CAG:1092	0.199862770270741	NA	0.743480132615848	0.98333227818905	0.558035279812146	0.934807245349063	0.590563943727094
Acidaminococcus fermentans	0.420946271809311	NA	NA	0.641377368262288	0.753961165751996	0.98609062517198	0.915169334611573
Fusobacterium naviforme	0.420946271809311	NA	NA	0.641377368262288	NA	0.643996539892511	0.465468145188558
Cetobacterium somerae	0.420946271809311	NA	NA	NA	NA	0.559980127036186	0.465468145188558
Barnesiella intestinihominis	0.601108147758661	0.757212794309908	0.743480132615848	0.846198207148592	0.558035279812146	0.672932143459641	0.774152723582102
Butyricimonas synergistica	0.692921952844887	NA	0.966489501639473	0.846198207148592	0.558035279812146	0.474983207657439	0.279294086540283
Lawsonibacter asaccharolyticus	0.420946271809311	0.781570110229119	0.908531707393981	0.641377368262288	0.558035279812146	0.88202895004639	0.499309620713591
Prevotella sp. 885	0.420946271809311	0.757212794309908	NA	0.914987007380837	0.558035279812146	0.875594527293932	0.626489675177337
Pluralibacter gergoviae	0.420946271809311	NA	NA	NA	NA	NA	0.590563943727094
Bacteroides faecis	0.420946271809311	0.757212794309908	0.743480132615848	0.847918725566915	1	0.921661481534161	0.951844869350768
Limosilactobacillus pontis	0.420946271809311	NA	NA	NA	NA	0.559980127036186	0.876969743081033
Alloprevotella sp. oral taxon 473	0.140061043400469	NA	NA	0.641377368262288	0.528766003081966	0.347526176922941	0.0274379218426015
Megasphaera micronuciformis	0.420946271809311	NA	0.743480132615848	NA	0.987159835070586	0.474983207657439	0.45793740789223
Streptococcus infantarius	0.648565170665066	NA	0.743480132615848	0.98333227818905	NA	NA	0.499309620713591
Streptococcus salivarius CAG:79	0.420946271809311	NA	NA	NA	NA	NA	0.590563943727094
Phascolarctobacterium succinatutens	1	0.834960263722063	0.78431764972981	0.641377368262288	0.558035279812146	0.290842069322377	0.117798932559699
Comamonas kerstersii	0.302001056317904	0.757212794309908	0.908531707393981	0.641377368262288	0.558035279812146	0.643996539892511	0.805130153788672
Lachnospira pectinoschiza	0.027024551983628	0.840184230380422	1	0.84763193921192	0.558035279812146	0.203179288393437	0.0679363968011703
Ruminococcus sp. CAG:330	0.140061043400469	NA	0.743480132615848	0.673065584857986	1	0.559980127036186	0.366690659305348
Turicibacter sanguinis	0.296265726774709	0.757212794309908	0.743480132615848	0.641377368262288	0.288986803532661	0.46448138843583	0.0119357796203053
Bifidobacterium angulatum	0.0632955895552518	NA	0.743480132615848	NA	NA	NA	0.0334970602263258
Bacteroides sp. CAG:462	0.420946271809311	NA	0.949757473166582	0.642718785519482	NA	0.643996539892511	0.846118731179925
Eubacterium ventriosum	0.140061043400469	0.83423842120063	0.743480132615848	0.641377368262288	0.753961165751996	0.559980127036186	0.590563943727094
Fusobacterium mortiferum	0.648565170665066	NA	0.743480132615848	NA	0.973949479678346	0.137862408047439	0.0890937789602131
Lactobacillus delbrueckii	0.0923868497090316	0.976615050624871	0.956505342779803	0.922256785343076	0.753961165751996	0.968837296447788	0.499309620713591
Butyrivibrio crossotus	0.791823318563797	0.757212794309908	0.743480132615848	0.86684914802683	0.558035279812146	0.88202895004639	0.991752147637096
Butyrivibrio sp. CAG:318	0.265873393800211	0.757212794309908	0.797558149718609	0.641377368262288	0.558035279812146	0.559980127036186	0.513926544480693
Clostridium sp. CAG:510	0.0677237857144372	NA	NA	NA	NA	0.643996539892511	0.50593571784924
Firmicutes bacterium CAG:95	0.410287962534682	0.757212794309908	0.859166553586356	0.641377368262288	0.563738397950544	0.643996539892511	0.430353348934579
[Ruminococcus] torques	0.555073023369026	0.832674516084672	0.774747692441514	0.94760082860175	0.558035279812146	0.206539877515234	0.0531928181054991
Blastocystis sp. subtype 1	0.0665971808821232	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.643996539892511	0.499309620713591
Anaerobutyricum hallii	0.296265726774709	0.826519746084108	0.743480132615848	0.641377368262288	0.558035279812146	0.875594527293932	0.900410078659027
Clostridium sp. CAG:632	0.0632955895552518	NA	NA	0.641377368262288	NA	NA	0.465468145188558
Anaerobiospirillum thomasii	0.296265726774709	NA	0.743480132615848	0.98333227818905	NA	0.643996539892511	0.499309620713591
[Clostridium] leptum	0.420946271809311	0.900678995553148	0.797558149718609	0.641377368262288	0.558035279812146	0.559980127036186	0.364447393599239
Candidatus Gastranaerophilales bacterium HUM_9	0.420946271809311	NA	NA	NA	NA	NA	0.499309620713591
Coprobacter secundus	0.199862770270741	NA	0.743480132615848	0.922256785343076	0.753961165751996	0.88202895004639	0.937612672376662
Victivallis vadensis	1	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.913236527573592	0.345666549681336
Ligilactobacillus acidipiscis	0.420946271809311	NA	NA	NA	NA	NA	0.499309620713591
Clostridium sp. CAG:167	0.420946271809311	0.757212794309908	0.743480132615848	1	0.558035279812146	0.559980127036186	0.855109606819501
Roseburia sp. CAG:182	1	0.757212794309908	0.743480132615848	0.922256785343076	1	0.559980127036186	0.915169334611573
Clostridium sp. CAG:253	0.420946271809311	NA	0.743480132615848	0.682083854012766	0.558035279812146	0.738657074463138	0.366690659305348
Eubacterium ramulus	1	0.757212794309908	0.743480132615848	0.641377368262288	0.558035279812146	0.798370874315611	0.774152723582102
Veillonella rodentium	0.420946271809311	NA	0.743480132615848	NA	0.558035279812146	0.739204644951986	0.590563943727094
Bacteroides finegoldii	0.420946271809311	0.757212794309908	0.763642241718405	0.98333227818905	0.558035279812146	0.436485043595515	0.267977926699323
Campylobacter jejuni	0.420946271809311	NA	NA	NA	NA	NA	0.499309620713591
Lactobacillus rogosae	0.420946271809311	NA	0.743480132615848	0.8457136514771	0.753961165751996	0.347526176922941	0.0876539525919716
Ruminococcus callidus	0.420946271809311	0.757212794309908	0.820769391436844	0.849660120843965	0.956297753195141	0.347526176922941	0.465468145188558
Adlercreutzia equolifaciens	0.199862770270741	0.848927518226689	0.743480132615848	0.641377368262288	0.932705444771368	0.643996539892511	0.631894213707907
Intestinibacter bartlettii	0.420946271809311	0.900678995553148	0.743480132615848	0.641377368262288	0.95259821795763	0.687874660040281	0.465468145188558
Firmicutes bacterium CAG:534	0.296265726774709	NA	NA	NA	NA	0.559980127036186	0.801488537068812
Eubacterium sp. CAG:786	0.420946271809311	NA	NA	NA	NA	NA	0.499309620713591
Pantoea dispersa	0.420946271809311	NA	NA	NA	NA	NA	0.499309620713591
Bifidobacterium dentium	0.420946271809311	0.900678995553148	0.804846221284923	0.660388311734534	0.558035279812146	0.823597946444614	0.975785521687646
Neisseria subflava	0.420946271809311	NA	0.743480132615848	NA	NA	0.559980127036186	0.385269886677599
Parvimonas sp. KA00067	0.420946271809311	NA	NA	0.641377368262288	NA	0.559980127036186	0.499309620713591
Eisenbergiella massiliensis	0.420946271809311	0.596086983013179	0.743480132615848	0.641377368262288	0.558035279812146	0.88202895004639	0.876969743081033
Treponema succinifaciens	0.425120491821126	NA	NA	NA	NA	NA	0.684947253471123
Phascolarctobacterium sp. CAG:266	0.420946271809311	0.83423842120063	0.859166553586356	0.641377368262288	0.713205426809591	0.895223853715971	0.668645689553839
Haemophilus pittmaniae	0.420946271809311	NA	0.743480132615848	0.641377368262288	NA	0.739204644951986	0.590563943727094
Parabacteroides sp. CAG:409	1	0.976615050624871	0.908531707393981	0.771674508887163	1	0.559980127036186	0.680147782605685
Prevotella corporis	1	NA	NA	0.641377368262288	NA	0.363478386493654	0.248407860830797
Anaerotruncus sp. CAG:528	0.296265726774709	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.474983207657439	0.757110400303647
Prevotella intermedia	0.140061043400469	NA	NA	0.641377368262288	0.528766003081966	0.122385606388084	0.00301329998973543
Bifidobacterium pseudolongum	0.140061043400469	0.757212794309908	0.743480132615848	NA	0.558035279812146	0.88202895004639	0.801488537068812
Pyramidobacter piscolens	0.199862770270741	NA	0.743480132615848	0.86684914802683	0.558035279812146	0.88202895004639	0.853281953663282
Prevotella sp. F0091	0.199862770270741	NA	NA	NA	NA	NA	0.465468145188558
Dialister invisus	0.199862770270741	0.83423842120063	0.743480132615848	0.785610771389276	0.872162505487822	0.938867485673805	0.951844869350768
Eubacterium coprostanoligenes	0.0923868497090316	NA	NA	0.98333227818905	NA	0.559980127036186	0.590563943727094
Prevotella melaninogenica	0.420946271809311	NA	NA	NA	0.628091304475952	0.267259398083634	0.141940913244305
Enterococcus faecium	0.0404197825090556	0.774138449183934	0.908531707393981	0.922256785343076	0.288986803532661	0.643996539892511	0.639555680719057
Bacteroides clarus	0.0404197825090556	0.757212794309908	0.743480132615848	0.922256785343076	0.826113707077174	0.559980127036186	0.366690659305348
Eisenbergiella tayi	0.0404197825090556	0.900678995553148	0.743480132615848	0.98333227818905	0.288986803532661	0.322140950996579	0.00852879443035974
Enterococcus gallinarum	0.0404197825090556	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.934807245349063	0.499309620713591
Enterocloster citroniae	0.0404197825090556	NA	0.743480132615848	0.641377368262288	0.76109466265862	0.707972549584636	0.644918561148009
Ruminococcaceae bacterium D5	0.0154272784792724	NA	0.96969111116025	0.62116437256463	0.558035279812146	0.980909778932347	0.320776389755792
Hungatella hathewayi	0.0632955895552518	0.834960263722063	0.797558149718609	0.922256785343076	0.541741828673754	0.715598845755522	0.387947452639814
Treponema berlinense	0.296265726774709	NA	NA	NA	0.558035279812146	0.643996539892511	0.366690659305348
Streptococcus pasteurianus	0.199862770270741	0.757212794309908	0.743480132615848	0.642718785519482	0.608479454678448	0.474983207657439	0.082018553989986
Roseburia sp. CAG:309	0.199862770270741	0.757212794309908	0.743480132615848	0.664260521644649	NA	0.559980127036186	0.747590924707559
Firmicutes bacterium CAG:555	0.140061043400469	0.757212794309908	NA	0.98333227818905	NA	0.559980127036186	0.590563943727094
Ruminococcus obeum CAG:39	0.420946271809311	0.976615050624871	0.743480132615848	0.81334593952276	NA	0.473761816382667	0.21061232197632
Streptococcus lutetiensis	0.420946271809311	0.757212794309908	0.743480132615848	0.98333227818905	0.558035279812146	0.559980127036186	0.590563943727094
Prevotella timonensis	0.420946271809311	NA	0.743480132615848	0.98333227818905	0.753961165751996	0.643996539892511	0.900410078659027
Campylobacter ureolyticus	0.420946271809311	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.474983207657439	0.117798932559699
Prevotella sp. oral taxon 376	0.420946271809311	NA	0.743480132615848	NA	NA	0.643996539892511	0.366690659305348
Roseburia sp. CAG:471	NA	0.757212794309908	0.743480132615848	0.932681894250409	0.558035279812146	0.780971730190681	0.932266234138004
Gordonibacter pamelaeae	NA	0.834960263722063	0.743480132615848	0.641377368262288	0.288986803532661	0.818649811263581	0.580886375795161
Monoglobus pectinilyticus	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.753961165751996	0.559980127036186	0.680147782605685
Schaalia odontolytica	NA	0.757212794309908	0.743480132615848	0.72710055462643	0.664878749140876	0.322140950996579	0.465468145188558
Streptococcus thermophilus	NA	0.829044142255018	0.908531707393981	0.814971646246443	0.684420255874156	0.643996539892511	0.499309620713591
Faecalitalea cylindroides	NA	0.83423842120063	NA	0.98333227818905	0.558035279812146	0.88202895004639	0.815030803423768
Streptococcus gordonii	NA	0.843365647745831	0.743480132615848	0.914987007380837	0.753961165751996	0.8363537024594	0.720547764742224
Dorea sp. CAG:317	NA	0.757212794309908	0.935047531358565	0.641377368262288	NA	0.718805808482571	0.73464115951796
Ruminococcus sp. CAG:403	NA	0.757212794309908	0.743480132615848	0.641377368262288	1	0.643996539892511	0.590563943727094
Megamonas funiformis CAG:377	NA	0.757212794309908	0.743480132615848	0.641377368262288	1	0.88202895004639	0.980119557607799
Propionibacterium freudenreichii	NA	0.783728937407867	0.956756214601649	NA	NA	NA	0.959396233090315
Streptococcus sp. A12	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.801533589161194	0.88202895004639	0.876969743081033
Clostridium disporicum	NA	0.757212794309908	0.743480132615848	0.899516020039504	0.855594151987257	0.929315297969671	0.976318349610162
Sellimonas intestinalis	NA	0.757212794309908	0.959051458945065	0.641377368262288	0.748934363450699	0.830415137315231	0.934824350183121
Blautia sp. CAG:257	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.558035279812146	0.787837038564662	0.876969743081033
Christensenella minuta	NA	0.976615050624871	0.743480132615848	0.641377368262288	0.558035279812146	0.137862408047439	0.0412181242278596
[Clostridium] spiroforme	NA	0.507180858286959	0.743480132615848	0.94153833720631	0.692924431581336	0.946322969435732	0.666418144292335
Collinsella intestinalis	NA	0.757212794309908	0.878515238667319	0.641377368262288	0.72335234453303	0.58434478183372	0.364447393599239
Clostridium sp. CAG:58	NA	0.757212794309908	0.909212702773587	0.641377368262288	0.60026176852923	0.88202895004639	0.49010897993169
Blautia hansenii	NA	0.900678995553148	0.743480132615848	0.641377368262288	0.715324503801478	0.474983207657439	0.510085996851111
Anaeromassilibacillus sp. An250	NA	0.900678995553148	0.743480132615848	1	0.558035279812146	0.559980127036186	0.487267610591654
Hafnia alvei	NA	0.757212794309908	0.743480132615848	NA	0.558035279812146	0.559980127036186	0.801488537068812
Prevotella sp. CAG:1185	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.558035279812146	0.525393644080603	0.900410078659027
Adlercreutzia caecimuris	NA	0.776243974670343	0.788715095007648	0.641377368262288	0.787342980223381	0.764806984015883	0.82937996406049
Citrobacter koseri	NA	0.757212794309908	0.956756214601649	0.641377368262288	1	0.559980127036186	0.543767852987706
Coprobacillus cateniformis	NA	0.757212794309908	0.821449889294965	0.98333227818905	1	0.190327265757538	0.239593029256991
[Clostridium] scindens	NA	0.816539654415499	0.743480132615848	0.9980593177863	0.558035279812146	0.474983207657439	0.19754751942805
Eubacterium callanderi	NA	0.757212794309908	NA	NA	0.753961165751996	0.559980127036186	0.465468145188558
Christensenella hongkongensis	NA	0.83423842120063	0.956505342779803	0.98333227818905	0.205426405431844	0.211859510666528	0.0750587185350406
Blautia hydrogenotrophica	NA	0.947514632408812	0.743480132615848	0.922256785343076	1	0.559980127036186	0.499309620713591
Actinomyces graevenitzii	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.712582339137709	0.474983207657439	0.399945572284722
Trueperella bernardiae	NA	0.757212794309908	NA	NA	NA	NA	0.590563943727094
Peptococcus niger	NA	0.757212794309908	NA	NA	0.558035279812146	0.88202895004639	0.590563943727094
Actinomyces sp. HMSC035G02	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.558035279812146	0.000821762154822009	0.00564725725514101
Enorma massiliensis	NA	0.757212794309908	0.678107046825275	0.641377368262288	1	0.875594527293932	0.50593571784924
Limosilactobacillus gastricus	NA	0.757212794309908	NA	NA	NA	0.559980127036186	0.876969743081033
[Eubacterium] brachy	NA	0.757212794309908	NA	0.642718785519482	0.528766003081966	0.226482430730336	0.0623683093746903
Anaerotignum lactatifermentans	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.558035279812146	0.257111357150545	0.33684492505011
Slackia exigua	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.802544263728756	0.559980127036186	0.33684492505011
Schaalia turicensis	NA	0.757212794309908	0.743480132615848	0.86684914802683	0.628091304475952	0.790793725805928	0.467286921409417
Prevotella buccalis	NA	0.757212794309908	0.743480132615848	NA	NA	0.877533954904113	0.801488537068812
Pseudoflavonifractor capillosus	NA	0.757212794309908	0.743480132615848	0.98333227818905	0.809422938283837	0.643996539892511	0.64824202408151
Firmicutes bacterium CAG:424	NA	0.757212794309908	NA	NA	0.558035279812146	0.780971730190681	0.590563943727094
Streptococcus agalactiae	NA	0.757212794309908	NA	0.98333227818905	0.558035279812146	0.88202895004639	0.680147782605685
Dielma fastidiosa	NA	0.83423842120063	0.949757473166582	0.850074284253603	0.617281220739567	0.474983207657439	0.595744864740472
Parvimonas sp. oral taxon 110	NA	0.757212794309908	NA	NA	0.558035279812146	0.559980127036186	0.320975631560105
Eubacterium dolichum CAG:375	NA	0.841027978026739	0.743480132615848	0.761484962252966	0.809422938283837	0.559980127036186	0.499309620713591
Fusobacterium necrophorum	NA	0.757212794309908	NA	0.641377368262288	0.558035279812146	0.347526176922941	0.0571509719745016
Amedibacillus dolichus	NA	0.976615050624871	0.743480132615848	0.761484962252966	0.802544263728756	0.347526176922941	0.366690659305348
Prevotella sp. CAG:1031	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.558035279812146	0.88202895004639	0.915418982067144
Streptococcus sobrinus	NA	0.757212794309908	NA	0.641377368262288	1	0.481810237538839	0.499309620713591
Lactococcus petauri	NA	0.757212794309908	NA	0.98333227818905	NA	0.925091326299431	0.876969743081033
Streptococcus mutans	NA	0.774138449183934	0.743480132615848	0.98333227818905	0.86298407711035	0.559980127036186	0.651102654747213
Lactococcus garvieae	NA	0.757212794309908	NA	NA	NA	0.643996539892511	0.809081818696127
Actinomyces oris	NA	0.757212794309908	0.949757473166582	0.641377368262288	0.609544553744508	0.235366828625215	0.137984810013525
Clostridium perfringens	NA	0.757212794309908	0.743480132615848	0.641377368262288	1	0.643996539892511	0.590563943727094
Oxalobacter formigenes	NA	0.83423842120063	0.743480132615848	0.641377368262288	0.753961165751996	0.981865042551609	0.887576228664865
Eubacterium sp. CAG:274	NA	0.757212794309908	0.772677098358191	0.98333227818905	0.699223981344306	0.885388996962296	0.951844869350768
Clostridium sp. CAG:242	NA	0.757212794309908	0.743480132615848	0.922256785343076	0.617281220739567	0.707972549584636	0.680147782605685
Blautia argi	NA	0.757212794309908	NA	NA	NA	0.947367101466871	0.666418144292335
Clostridium sp. CAG:299	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.802544263728756	0.743752118621447	0.590563943727094
Holdemania filiformis	NA	0.774138449183934	0.743480132615848	0.641377368262288	0.428212970793485	0.0786316078564713	0.00237453413780164
Streptococcus sanguinis	NA	0.976615050624871	0.743480132615848	0.901347203093666	0.778652220349049	0.559980127036186	0.646608669836723
Streptococcus australis	NA	0.841027978026739	0.743480132615848	0.897620920578888	0.812699524655075	0.715434967016862	0.691501072669539
[Eubacterium] sulci	NA	0.757212794309908	NA	0.944264235013636	0.924307410341325	0.559980127036186	0.742855675743733
Lactococcus lactis	NA	0.841027978026739	0.743480132615848	0.952148498534951	0.558035279812146	0.972697128820644	0.876969743081033
Firmicutes bacterium CAG:646	NA	0.757212794309908	0.743480132615848	NA	0.558035279812146	0.724464732239849	0.921898151288629
Lacticaseibacillus rhamnosus	NA	0.757212794309908	0.743480132615848	0.98333227818905	0.753961165751996	0.643996539892511	0.68149389184425
Romboutsia ilealis	NA	0.757212794309908	NA	0.8457136514771	0.288986803532661	0.744804842975143	0.375453203097759
Bifidobacterium animalis	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.802544263728756	0.559980127036186	0.900410078659027
Leuconostoc carnosum	NA	0.757212794309908	NA	0.98333227818905	NA	NA	0.876969743081033
Latilactobacillus sakei	NA	0.976615050624871	NA	0.641377368262288	0.558035279812146	0.643996539892511	0.465468145188558
Barnesiella sp. An22	NA	0.83423842120063	NA	NA	0.558035279812146	0.88202895004639	0.975785521687646
Roseburia sp. CAG:303	NA	0.757212794309908	NA	0.98333227818905	0.558035279812146	0.473761816382667	0.112623858497398
Latilactobacillus curvatus	NA	0.83423842120063	0.743480132615848	0.922256785343076	0.558035279812146	0.88202895004639	0.590563943727094
Eubacterium limosum	NA	0.757212794309908	NA	0.860609492605387	0.753961165751996	0.559980127036186	0.731332567893159
Fusobacterium ulcerans	NA	0.757212794309908	0.743480132615848	NA	0.753961165751996	0.273623651845971	0.26003441344122
Tyzzerella nexilis	NA	0.83423842120063	0.743480132615848	0.97000390985706	0.890605595895576	0.474983207657439	0.499309620713591
Actinobaculum sp. oral taxon 183	NA	0.757212794309908	0.743480132615848	0.641377368262288	0.558035279812146	0.572371910370432	0.651102654747213
Coprobacter sp.	NA	0.757212794309908	NA	NA	NA	NA	0.499309620713591
Lacrimispora saccharolytica	NA	0.757212794309908	0.743480132615848	0.641377368262288	1	0.832307714809248	0.975785521687646
Bacteroides sp. CAG:927	NA	0.757212794309908	0.743480132615848	0.641377368262288	NA	NA	0.590563943727094
Leuconostoc mesenteroides	NA	0.757212794309908	NA	0.641377368262288	NA	0.474983207657439	0.50593571784924
Actinomyces sp. oral taxon 414	NA	0.757212794309908	NA	0.641377368262288	0.558035279812146	0.559980127036186	0.337953780937354
Alistipes sp. An31A	NA	0.757212794309908	NA	0.641377368262288	NA	0.914957394354173	0.87599857626076
Parabacteroides johnsonii	NA	0.596086983013179	0.743480132615848	0.910592225789555	0.315459279043189	0.738657074463138	0.80703957506377
Weissella cibaria	NA	0.757212794309908	NA	NA	0.558035279812146	0.981865042551609	0.590563943727094
Streptococcus viridans	NA	0.757212794309908	NA	0.897620920578888	0.753961165751996	0.922134924366992	0.980119557607799
Lactiplantibacillus plantarum	NA	0.757212794309908	NA	0.641377368262288	1	0.559980127036186	0.590563943727094
Odoribacter laneus	NA	0.757212794309908	NA	0.98333227818905	0.288986803532661	0.799247707923719	0.590563943727094
Candidatus Stoquefichus sp. KLE1796	NA	0.757212794309908	NA	NA	0.558035279812146	0.706274744389583	0.61746797064589
Megasphaera sp. MJR8396C	NA	0.757212794309908	0.743480132615848	0.882381216464036	1	0.934807245349063	0.918600326396568
Bacteroides sp. OM08-11	NA	0.757212794309908	0.743480132615848	0.882381216464036	NA	0.981865042551609	0.876969743081033
Streptococcus sp. F0442	NA	0.757212794309908	0.743480132615848	0.922256785343076	0.692924431581336	0.559980127036186	0.736486378183563
Streptococcus cristatus	NA	0.757212794309908	0.743480132615848	0.725560667652339	0.718429847264111	0.643996539892511	0.528357441047915
Anaeromassilibacillus sp. An172	NA	0.757212794309908	NA	0.641377368262288	NA	0.88202895004639	0.975785521687646
Sarcina ventriculi	NA	0.757212794309908	NA	0.641377368262288	NA	NA	0.876969743081033
Actinomyces viscosus	NA	0.757212794309908	0.743480132615848	0.98333227818905	0.558035279812146	0.481810237538839	0.499309620713591
Lawsonella clevelandensis	NA	0.757212794309908	0.743480132615848	NA	NA	0.950826165031699	0.660789063681021
Lachnospiraceae bacterium 2_1_46FAA	NA	0.757212794309908	NA	NA	0.753961165751996	0.825597480489581	0.876969743081033
Actinomyces johnsonii	NA	0.757212794309908	0.743480132615848	0.641377368262288	1	0.363478386493654	0.378771074661476
Actinomyces sp. oral taxon 170	NA	0.757212794309908	NA	0.794227983103351	0.558035279812146	0.559980127036186	0.453877351351801
Atopobium deltae	NA	0.757212794309908	0.743480132615848	0.641377368262288	NA	0.643996539892511	0.845977647558297
Aeriscardovia aeriphila	NA	0.757212794309908	0.797558149718609	0.641377368262288	NA	0.474983207657439	0.267977926699323
Rikenella microfusus	NA	0.757212794309908	NA	0.98333227818905	NA	0.643996539892511	0.774152723582102
Methanosphaera stadtmanae	NA	0.757212794309908	NA	0.641377368262288	0.753961165751996	0.88202895004639	0.73464115951796
Pseudomonas fragi	NA	0.757212794309908	NA	0.641377368262288	NA	0.88202895004639	0.853281953663282
Desulfovibrio fairfieldensis	NA	0.757212794309908	NA	0.641377368262288	0.558035279812146	0.474983207657439	0.364447393599239
Harryflintia acetispora	NA	0.757212794309908	0.956505342779803	0.641377368262288	0.558035279812146	0.322140950996579	0.0531928181054991
Enterocloster aldenensis	NA	0.757212794309908	0.743480132615848	0.784220150723547	0.857298368268615	0.559980127036186	0.385269886677599
Dorea sp. D27	NA	0.757212794309908	NA	0.98333227818905	NA	NA	0.876969743081033
Pseudoflavonifractor sp. An184	NA	NA	0.821449889294965	0.932681894250409	0.528766003081966	0.643996539892511	0.499309620713591
Flavonifractor sp. An10	NA	NA	0.456380838819566	0.641377368262288	0.528766003081966	0.934807245349063	0.959049785163661
Fructilactobacillus sanfranciscensis	NA	NA	0.743480132615848	0.86684914802683	0.640933275386675	0.165659666440493	0.128694570741383
Ruminococcaceae bacterium D16	NA	NA	0.743480132615848	0.922256785343076	0.558035279812146	0.481810237538839	0.169481155795988
Pyramidobacter sp. C12-8	NA	NA	0.743480132615848	NA	0.558035279812146	0.875594527293932	0.827911640339871
Denitrobacterium detoxificans	NA	NA	0.908531707393981	0.922256785343076	NA	NA	0.79780604742711
Enterocloster lavalensis	NA	NA	0.743480132615848	0.847918725566915	0.753961165751996	0.643996539892511	0.499309620713591
Staphylococcus aureus	NA	NA	0.78431764972981	0.641377368262288	NA	0.559980127036186	0.315235863599836
Phocaeicola coprophilus	NA	NA	0.945404134946032	0.98333227818905	0.558035279812146	0.929010158586656	0.951844869350768
Bacteroides galacturonicus	NA	NA	0.949757473166582	0.859478757551285	0.802544263728756	0.474983207657439	0.499309620713591
Oscillibacter sp. PC13	NA	NA	0.743480132615848	0.860609492605387	NA	0.643996539892511	0.860818382341525
Eubacteriaceae bacterium CHKCI005	NA	NA	0.797558149718609	0.641377368262288	1	0.738657074463138	0.93929340059058
Coprobacter fastidiosus	NA	NA	0.743480132615848	0.641377368262288	0.658662399994326	0.559980127036186	0.366690659305348
Citrobacter europaeus	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.700757003417633
Lachnoclostridium sp. An138	NA	NA	0.772677098358191	0.660388311734534	0.528766003081966	0.627710239587592	0.499309620713591
Lachnoclostridium sp. An196	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.499309620713591
Fretibacterium fastidiosum	NA	NA	0.956505342779803	0.641377368262288	0.558035279812146	0.0865413132878507	0.012989337849337
Ralstonia insidiosa	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Bifidobacterium pullorum	NA	NA	0.743480132615848	0.641377368262288	NA	0.643996539892511	0.684947253471123
Rothia aeria	NA	NA	0.743480132615848	NA	0.558035279812146	0.739204644951986	0.499309620713591
Staphylococcus argenteus	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Lancefieldella rimae	NA	NA	0.743480132615848	0.641377368262288	0.658662399994326	0.322140950996579	0.100539818654873
Lachnoclostridium sp. An118	NA	NA	0.743480132615848	0.98333227818905	0.558035279812146	0.735712665186963	0.968639134962274
Cloacibacillus porcorum	NA	NA	0.743480132615848	0.641377368262288	0.715324503801478	0.73541060115327	0.499309620713591
Corynebacterium durum	NA	NA	0.743480132615848	0.641377368262288	0.802544263728756	0.995426150747353	0.853281953663282
Faecalicoccus pleomorphus	NA	NA	0.743480132615848	0.771674508887163	0.558035279812146	0.934807245349063	0.855109606819501
Prevotella histicola	NA	NA	0.743480132615848	NA	1	0.211859510666528	0.168202851639948
Propionibacterium acidifaciens	NA	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.347526176922941	0.33684492505011
Cutibacterium acnes	NA	NA	0.820769391436844	NA	NA	0.559980127036186	0.639555680719057
Phocaeicola salanitronis	NA	NA	0.743480132615848	NA	NA	NA	0.499309620713591
Flavonifractor sp. An100	NA	NA	0.743480132615848	0.948936002150081	0.558035279812146	0.643996539892511	0.499309620713591
Parascardovia denticolens	NA	NA	0.743480132615848	0.98333227818905	0.753961165751996	0.190327265757538	0.290264257082341
Ruminococcus sp. CAG:579	NA	NA	0.743480132615848	0.860609492605387	NA	0.559980127036186	0.465468145188558
Alloscardovia omnicolens	NA	NA	0.743480132615848	0.641377368262288	0.753961165751996	0.363478386493654	0.141940913244305
[Clostridium] methylpentosum	NA	NA	0.743480132615848	0.673065584857986	0.558035279812146	0.419184819995501	0.0699721083812538
Clostridiales bacterium CHKCI006	NA	NA	0.743480132615848	0.98333227818905	NA	0.643996539892511	0.809081818696127
